quadkey,latitude,longitude,rwi,error,geometry,index_right,ADM2_PCODE
3313010201313,31.2503777,-8.0969238,-0.512,0.441,POINT (-8.0969238 31.2503777),33.0,MA006001
3311231332023,33.2203073,-5.9436035,-0.386,0.456,POINT (-5.9436035 33.2203073),49.0,MA001004
3311231311113,33.6969222,-5.6359863,0.117,0.471,POINT (-5.6359863 33.6969222),50.0,MA004003
3313011331112,31.0246937,-5.657959,0.037,0.388,POINT (-5.657959 31.0246937),55.0,MA003004
3313001101020,31.905541,-8.9538574,-0.256,0.402,POINT (-8.9538574 31.905541),8.0,MA006006
3311223121303,32.7410818,-8.8439941,-0.458,0.473,POINT (-8.8439941 32.7410818),67.0,MA002002
3311213130221,35.0569799,-5.9436035,-0.189,0.497,POINT (-5.9436035 35.0569799),35.0,MA010004
3311230323320,33.1651449,-7.4597168,-0.52,0.505,POINT (-7.4597168 33.1651449),66.0,MA002001
3311303211201,34.8047824,-3.6584473,-0.528,0.387,POINT (-3.6584473 34.8047824),17.0,MA004009
3311230313211,33.4955973,-7.130127,0.045,0.51,POINT (-7.130127 33.4955973),21.0,MA002007
3313100221233,30.9116505,-5.3723145,-0.442,0.458,POINT (-5.3723145 30.9116505),58.0,MA003005
3311230331132,33.367237,-7.064209,-0.36,0.424,POINT (-7.064209 33.367237),21.0,MA002007
3313003232232,29.5447873,-9.4372559,-0.403,0.432,POINT (-9.4372559 29.5447873),28.0,MA009006
3313003130311,30.3633958,-8.6242676,-0.358,0.404,POINT (-8.6242676 30.3633958),4.0,MA009004
3311320112302,34.0617609,-4.4714355,0.265,0.482,POINT (-4.4714355 34.0617609),17.0,MA004009
3313003000110,30.7418353,-9.7009277,-0.429,0.442,POINT (-9.7009277 30.7418353),32.0,MA009001
3313012033130,30.2495768,-7.767334,-0.299,0.401,POINT (-7.767334 30.2495768),4.0,MA009004
3311320331211,33.3488843,-4.317627,-0.033,0.402,POINT (-4.317627 33.3488843),45.0,MA004005
3311211331112,35.7197574,-5.657959,0.012,0.485,POINT (-5.657959 35.7197574),19.0,MA010003
3311231010232,34.1709079,-6.6247559,0.056,0.508,POINT (-6.6247559 34.1709079),3.0,MA008004
3311302300203,34.7867387,-4.888916,-0.144,0.525,POINT (-4.888916 34.7867387),63.0,MA004008
3311230311212,33.6237675,-7.1520996,0.715,0.539,POINT (-7.1520996 33.6237675),21.0,MA002007
3313012011132,30.6851635,-7.767334,-0.603,0.411,POINT (-7.767334 30.6851635),4.0,MA009004
3313003222020,29.6403199,-9.8327637,-0.618,0.424,POINT (-9.8327637 29.6403199),28.0,MA009006
3311312030213,35.0749644,-2.3840332,-0.409,0.48,POINT (-2.3840332 35.0749644),61.0,MA007002
3313003132211,30.2116078,-8.7121582,-0.965,0.408,POINT (-8.7121582 30.2116078),4.0,MA009004
3313012112311,30.5149486,-7.2180176,-0.47,0.392,POINT (-7.2180176 30.5149486),37.0,MA003001
3313020112321,29.2576481,-10.0744629,-0.055,0.49,POINT (-10.0744629 29.2576481),5.0,MA005004
3313011000133,31.8868861,-6.8664551,-0.312,0.458,POINT (-6.8664551 31.8868861),42.0,MA001001
3313100202021,31.1564079,-5.592041,-0.058,0.383,POINT (-5.592041 31.1564079),55.0,MA003004
3311303031000,35.164827,-3.6804199,-0.352,0.508,POINT (-3.6804199 35.164827),62.0,MA007003
3311223310133,32.4819627,-8.6242676,-0.599,0.469,POINT (-8.6242676 32.4819627),30.0,MA002008
3311302231010,34.587997,-5.0427246,-0.589,0.515,POINT (-5.0427246 34.587997),63.0,MA004008
3311302231333,34.4612768,-4.9328613,-0.498,0.43,POINT (-4.9328613 34.4612768),63.0,MA004008
3311321011022,34.2435942,-3.6804199,-0.237,0.486,POINT (-3.6804199 34.2435942),47.0,MA007005
3311230233132,33.2203073,-7.767334,-0.389,0.518,POINT (-7.767334 33.2203073),66.0,MA002001
3311320020233,33.8795365,-5.5480957,0.936,0.516,POINT (-5.5480957 33.8795365),59.0,MA004002
3313021012303,29.2768159,-9.3713379,-0.184,0.466,POINT (-9.3713379 29.2768159),5.0,MA005004
3313010021000,31.6440285,-8.2507324,0.534,0.536,POINT (-8.2507324 31.6440285),38.0,MA006004
3311232031211,32.7595615,-7.833252,0.242,0.494,POINT (-7.833252 32.7595615),14.0,MA002009
3311322000102,33.1099478,-5.526123,-0.756,0.45,POINT (-5.526123 33.1099478),49.0,MA001004
3313021010120,29.4874244,-9.3933105,0.011,0.459,POINT (-9.3933105 29.4874244),28.0,MA009006
3313100111302,31.8495649,-4.2956543,-0.827,0.552,POINT (-4.2956543 31.8495649),7.0,MA003002
3311302201133,34.8228222,-5.2844238,0.105,0.445,POINT (-5.2844238 34.8228222),18.0,MA010007
3311321030012,33.988918,-3.8122559,-0.348,0.417,POINT (-3.8122559 33.988918),47.0,MA007005
3311302131313,35.0749644,-4.2297363,-0.694,0.459,POINT (-4.2297363 35.0749644),20.0,MA010001
3311320131232,33.8795365,-4.3395996,-0.132,0.39,POINT (-4.3395996 33.8795365),17.0,MA004009
3311320100002,34.2799139,-4.9108887,-0.236,0.489,POINT (-4.9108887 34.2799139),63.0,MA004008
3311231212222,33.440609,-6.6687012,-0.727,0.431,POINT (-6.6687012 33.440609),0.0,MA008005
3313011021232,31.5129954,-6.8005371,-0.655,0.4,POINT (-6.8005371 31.5129954),42.0,MA001001
3313020133302,28.9697004,-9.9206543,0.123,0.46,POINT (-9.9206543 28.9697004),31.0,MA005002
3311232233002,32.0732651,-7.8991699,0.009,0.478,POINT (-7.8991699 32.0732651),1.0,MA006008
3311232122303,32.5931055,-7.6135254,-0.204,0.469,POINT (-7.6135254 32.5931055),14.0,MA002009
3311312201001,34.876918,-2.6037598,0.123,0.475,POINT (-2.6037598 34.876918),61.0,MA007002
3313100310020,31.3067147,-4.5593262,-0.275,0.386,POINT (-4.5593262 31.3067147),55.0,MA003004
3311233332212,31.9987589,-5.9216309,-0.329,0.385,POINT (-5.9216309 31.9987589),42.0,MA001001
3311322030313,32.7410818,-5.1086426,-0.403,0.511,POINT (-5.1086426 32.7410818),52.0,MA003003
3311322003223,32.851903,-5.4162598,-0.149,0.409,POINT (-5.4162598 32.851903),49.0,MA001004
3311322021332,32.7041107,-5.3063965,-0.521,0.438,POINT (-5.3063965 32.7041107),52.0,MA003003
3313010221131,31.0058624,-8.0969238,-0.683,0.385,POINT (-8.0969238 31.0058624),33.0,MA006001
3313010131120,31.6066092,-7.1081543,-0.578,0.388,POINT (-7.1081543 31.6066092),42.0,MA001001
3311232321302,32.1477106,-7.4597168,-0.036,0.441,POINT (-7.4597168 32.1477106),51.0,MA006005
3313001010132,31.8868861,-9.3493652,-0.448,0.42,POINT (-9.3493652 31.8868861),8.0,MA006006
3311303132132,34.9669984,-3.0212402,-0.253,0.503,POINT (-3.0212402 34.9669984),11.0,MA007007
3311302013303,35.218697,-4.9768066,-0.691,0.526,POINT (-4.9768066 35.218697),12.0,MA010002
3311232033320,32.5745912,-7.8112793,0.433,0.5,POINT (-7.8112793 32.5745912),1.0,MA006008
3311223132022,32.6301225,-8.7780762,0.047,0.485,POINT (-8.7780762 32.6301225),30.0,MA002008
3311231332302,33.1835362,-5.8776855,-0.361,0.475,POINT (-5.8776855 33.1835362),49.0,MA001004
3313003030202,30.3444351,-9.4812012,1.115,0.574,POINT (-9.4812012 30.3444351),34.0,MA009003
3311303021221,35.0569799,-4.0100098,-0.318,0.471,POINT (-4.0100098 35.0569799),20.0,MA010001
3311302300232,34.7506393,-4.8669434,-0.617,0.414,POINT (-4.8669434 34.7506393),63.0,MA004008
3313011210133,31.2879394,-6.5148926,-0.595,0.408,POINT (-6.5148926 31.2879394),37.0,MA003001
3311231322302,33.1835362,-6.229248,-0.667,0.387,POINT (-6.229248 33.1835362),49.0,MA001004
3313011022122,31.4380367,-6.932373,-0.41,0.443,POINT (-6.932373 31.4380367),42.0,MA001001
3311312031222,35.0389916,-2.2741699,-0.464,0.516,POINT (-2.2741699 35.0389916),61.0,MA007002
3311233210213,32.4448845,-6.6027832,0.619,0.558,POINT (-6.6027832 32.4448845),46.0,MA001003
3311231223320,33.1651449,-6.7565918,-0.204,0.434,POINT (-6.7565918 33.1651449),26.0,MA001005
3313011122310,31.4192877,-6.1853027,-0.514,0.545,POINT (-6.1853027 31.4192877),55.0,MA003004
3311233231111,32.2406821,-6.3391113,-0.298,0.431,POINT (-6.3391113 32.2406821),42.0,MA001001
3311320021322,33.8795365,-5.3503418,0.246,0.499,POINT (-5.3503418 33.8795365),50.0,MA004003
3313010030200,31.569175,-8.0749512,0.65,0.551,POINT (-8.0749512 31.569175),38.0,MA006004
3311302133110,35.0209992,-4.251709,-0.665,0.427,POINT (-4.251709 35.0209992),20.0,MA010001
3313010230311,30.9681888,-7.9211426,-0.328,0.422,POINT (-7.9211426 30.9681888),4.0,MA009004
3311223331101,32.2406821,-8.4924316,-0.149,0.53,POINT (-8.4924316 32.2406821),9.0,MA006007
3311233223032,32.0360196,-6.8005371,0.23,0.489,POINT (-6.8005371 32.0360196),42.0,MA001001
3313011231002,31.0246937,-6.4929199,0.17,0.516,POINT (-6.4929199 31.0246937),37.0,MA003001
3311320322200,33.2019237,-4.9108887,-0.513,0.407,POINT (-4.9108887 33.2019237),56.0,MA004004
3311230133023,33.8065375,-7.1740723,0.624,0.519,POINT (-7.1740723 33.8065375),21.0,MA002007
3311232202000,32.3892386,-8.4265137,-0.428,0.469,POINT (-8.4265137 32.3892386),30.0,MA002008
3311322312200,32.3149908,-4.5593262,-0.354,0.423,POINT (-4.5593262 32.3149908),52.0,MA003003
3311223322130,32.0546442,-8.9978027,-0.19,0.388,POINT (-8.9978027 32.0546442),8.0,MA006006
3311323031023,32.7780375,-3.6584473,-0.673,0.433,POINT (-3.6584473 32.7780375),22.0,MA007004
3313010021021,31.6066092,-8.2287598,-0.673,0.553,POINT (-8.2287598 31.6066092),38.0,MA006004
3311223132233,32.5560732,-8.7121582,-0.232,0.545,POINT (-8.7121582 32.5560732),30.0,MA002008
3313001332303,30.7984737,-8.6682129,-0.38,0.383,POINT (-8.6682129 30.7984737),4.0,MA009004
3311320301131,33.6786394,-4.5812988,-0.008,0.471,POINT (-4.5812988 33.6786394),53.0,MA004007
3311230231023,33.367237,-7.8771973,-0.089,0.564,POINT (-7.8771973 33.367237),66.0,MA002001
3311231130302,33.9160126,-5.8776855,-0.661,0.453,POINT (-5.8776855 33.9160126),0.0,MA008005
3311303013221,35.2007443,-3.6584473,-0.182,0.465,POINT (-3.6584473 35.2007443),62.0,MA007003
3313011100310,31.8682273,-6.1853027,-0.474,0.41,POINT (-6.1853027 31.8682273),42.0,MA001001
3311232122111,32.6856194,-7.5695801,-0.24,0.457,POINT (-7.5695801 32.6856194),14.0,MA002009
3311320200220,33.6054691,-5.6140137,-0.27,0.427,POINT (-5.6140137 33.6054691),50.0,MA004003
3313010010211,31.8682273,-8.0090332,0.375,0.423,POINT (-8.0090332 31.8682273),1.0,MA006008
3311213103213,35.218697,-6.0754395,-0.257,0.488,POINT (-6.0754395 35.218697),35.0,MA010004
3311233202322,32.259265,-6.932373,-0.622,0.494,POINT (-6.932373 32.259265),46.0,MA001003
3313010121021,31.6066092,-7.5256348,-0.347,0.519,POINT (-7.5256348 31.6066092),33.0,MA006001
3313010330002,31.0246937,-7.3718262,-0.459,0.414,POINT (-7.3718262 31.0246937),37.0,MA003001
3311302212032,34.6783932,-5.2185059,-0.426,0.461,POINT (-5.2185059 34.6783932),18.0,MA010007
3311232333310,32.0173911,-7.064209,-0.757,0.42,POINT (-7.064209 32.0173911),42.0,MA001001
3311320312311,33.4955973,-4.4055176,-0.106,0.403,POINT (-4.4055176 33.4955973),45.0,MA004005
3311232121130,32.7965096,-7.4157715,-0.329,0.483,POINT (-7.4157715 32.7965096),14.0,MA002009
3311321030201,33.9342448,-3.8342285,-0.465,0.43,POINT (-3.8342285 33.9342448),47.0,MA007005
3311231030013,33.988918,-6.6027832,0.151,0.505,POINT (-6.6027832 33.988918),64.0,MA008003
3311232113310,32.9072618,-7.064209,-0.287,0.453,POINT (-7.064209 32.9072618),14.0,MA002009
3313012122122,30.2305941,-7.635498,-0.741,0.385,POINT (-7.635498 30.2305941),4.0,MA009004
3311232020101,32.8334424,-8.3166504,-0.326,0.484,POINT (-8.3166504 32.8334424),30.0,MA002008
3311232322112,32.0732651,-7.5915527,-0.152,0.492,POINT (-7.5915527 32.0732651),51.0,MA006005
3313011122331,31.3817783,-6.1633301,-0.522,0.473,POINT (-6.1633301 31.3817783),55.0,MA003004
3311322002230,32.8703597,-5.5700684,-0.649,0.402,POINT (-5.5700684 32.8703597),49.0,MA001004
3311320231312,33.3305278,-4.954834,-0.247,0.404,POINT (-4.954834 33.3305278),56.0,MA004004
3313100300322,31.212801,-4.822998,0.155,0.506,POINT (-4.822998 31.212801),55.0,MA003004
3313001133123,31.4380367,-8.4924316,-0.746,0.413,POINT (-8.4924316 31.4380367),29.0,MA006002
3313020111122,29.4682962,-9.9206543,0.014,0.494,POINT (-9.9206543 29.4682962),5.0,MA005004
3311223322112,32.0732651,-8.9978027,-0.49,0.412,POINT (-8.9978027 32.0732651),8.0,MA006006
3313012102111,30.5906366,-7.5695801,0.226,0.474,POINT (-7.5695801 30.5906366),4.0,MA009004
3313010022222,31.363018,-8.4265137,0.185,0.453,POINT (-8.4265137 31.363018),29.0,MA006002
3313001020113,31.6253207,-9.6789551,-0.197,0.428,POINT (-9.6789551 31.6253207),40.0,MA006003
3313001222101,30.892797,-9.7229004,0.243,0.475,POINT (-9.7229004 30.892797),40.0,MA006003
3313011210020,31.3067147,-6.6687012,-0.35,0.391,POINT (-6.6687012 31.3067147),37.0,MA003001
3313010220130,31.0058624,-8.2946777,-0.746,0.409,POINT (-8.2946777 31.0058624),33.0,MA006001
3313020113111,29.3726011,-9.8547363,-0.532,0.394,POINT (-9.8547363 29.3726011),5.0,MA005004
3311213330133,34.5337119,-5.8117676,-0.278,0.44,POINT (-5.8117676 34.5337119),23.0,MA008006
3313003301213,30.040566,-8.8879395,-0.506,0.499,POINT (-8.8879395 30.040566),4.0,MA009004
3311320030103,33.988918,-5.1525879,-0.392,0.51,POINT (-5.1525879 33.988918),10.0,MA004006
3313010211211,31.2691604,-7.833252,-0.282,0.455,POINT (-7.833252 31.2691604),33.0,MA006001
3313100003131,31.7561958,-5.2844238,-0.327,0.454,POINT (-5.2844238 31.7561958),7.0,MA003002
3311232001321,33.0178755,-8.1408691,-0.728,0.457,POINT (-8.1408691 33.0178755),67.0,MA002002
3311321121131,33.9706975,-3.1750488,-0.045,0.413,POINT (-3.1750488 33.9706975),54.0,MA007008
3311321001132,34.2435942,-3.9001465,0.187,0.462,POINT (-3.9001465 34.2435942),17.0,MA004009
3313003013210,30.5149486,-9.2614746,-0.193,0.475,POINT (-9.2614746 30.5149486),4.0,MA009004
3313012101232,30.6095493,-7.5036621,-0.565,0.389,POINT (-7.5036621 30.6095493),37.0,MA003001
3311230321311,33.3488843,-7.3937988,-0.269,0.552,POINT (-7.3937988 33.3488843),66.0,MA002001
3311232131331,32.7225981,-7.0422363,-0.566,0.412,POINT (-7.0422363 32.7225981),26.0,MA001005
3313012031102,30.4202557,-7.8112793,0.006,0.491,POINT (-7.8112793 30.4202557),4.0,MA009004
3313003030133,30.3823528,-9.3273926,0.241,0.527,POINT (-9.3273926 30.3823528),34.0,MA009003
3313003132303,30.1926178,-8.6682129,-0.011,0.401,POINT (-8.6682129 30.1926178),4.0,MA009004
3313101202031,31.1564079,-4.1418457,-0.122,0.393,POINT (-4.1418457 31.1564079),7.0,MA003002
3313001030123,31.587894,-9.3713379,-0.385,0.42,POINT (-9.3713379 31.587894),40.0,MA006003
3311213133132,34.9669984,-5.657959,-0.577,0.415,POINT (-5.657959 34.9669984),18.0,MA010007
3313001102312,31.7001291,-8.9978027,-0.564,0.401,POINT (-8.9978027 31.7001291),40.0,MA006003
3313001123332,31.363018,-8.8220215,-0.465,0.453,POINT (-8.8220215 31.363018),29.0,MA006002
3311232330323,32.1104954,-7.2619629,0.057,0.55,POINT (-7.2619629 32.1104954),51.0,MA006005
3311233221301,32.1663125,-6.7346191,0.134,0.442,POINT (-6.7346191 32.1663125),42.0,MA001001
3313011011222,31.8122286,-6.4929199,-0.354,0.422,POINT (-6.4929199 31.8122286),42.0,MA001001
3311303330230,34.4793915,-3.1091309,-0.422,0.421,POINT (-3.1091309 34.4793915),47.0,MA007005
3311233100232,32.9994495,-6.2731934,-0.374,0.39,POINT (-6.2731934 32.9994495),26.0,MA001005
3311321111323,34.1709079,-2.8674316,-0.619,0.386,POINT (-2.8674316 34.1709079),54.0,MA007008
3311320112031,34.116352,-4.4934082,-0.157,0.492,POINT (-4.4934082 34.116352),17.0,MA004009
3313012031233,30.3065028,-7.833252,-0.499,0.399,POINT (-7.833252 30.3065028),4.0,MA009004
3313010101232,31.8122286,-7.5036621,0.478,0.567,POINT (-7.5036621 31.8122286),51.0,MA006005
3311320220302,33.3305278,-5.526123,-0.788,0.411,POINT (-5.526123 33.3305278),56.0,MA004004
3311231013232,34.0253472,-6.4489746,-0.825,0.453,POINT (-6.4489746 34.0253472),0.0,MA008005
3313001332033,30.8362142,-8.7121582,0.29,0.407,POINT (-8.7121582 30.8362142),4.0,MA009004
3311303301113,34.85889,-3.1750488,0.099,0.49,POINT (-3.1750488 34.85889),11.0,MA007007
3313012311003,30.1166211,-7.1740723,-0.253,0.383,POINT (-7.1740723 30.1166211),6.0,MA009005
3311321002013,34.1345412,-4.1418457,-0.26,0.41,POINT (-4.1418457 34.1345412),17.0,MA004009
3311330021110,34.0071346,-2.4938965,-0.592,0.418,POINT (-2.4938965 34.0071346),54.0,MA007008
3311322030100,32.8334424,-5.1745605,-0.426,0.385,POINT (-5.1745605 32.8334424),52.0,MA003003
3311232201122,32.4819627,-8.1628418,-0.509,0.42,POINT (-8.1628418 32.4819627),,
3313003303320,29.8692284,-8.8659668,-0.21,0.426,POINT (-8.8659668 29.8692284),4.0,MA009004
3311312022301,34.9489902,-2.6916504,0.222,0.527,POINT (-2.6916504 34.9489902),11.0,MA007007
3311303020021,35.1288938,-4.185791,0.015,0.503,POINT (-4.185791 35.1288938),20.0,MA010001
3313012130002,30.4202557,-7.3718262,-0.892,0.403,POINT (-7.3718262 30.4202557),37.0,MA003001
3311232100130,33.0915411,-7.5915527,0.233,0.484,POINT (-7.5915527 33.0915411),14.0,MA002009
3313003232122,29.6212207,-9.3933105,-0.146,0.434,POINT (-9.3933105 29.6212207),28.0,MA009006
3311223320132,32.1849106,-8.9978027,-0.315,0.401,POINT (-8.9978027 32.1849106),8.0,MA006006
3311213121223,35.0389916,-6.1193848,-0.389,0.463,POINT (-6.1193848 35.0389916),35.0,MA010004
3313001322011,30.892797,-9.0637207,0.172,0.465,POINT (-9.0637207 30.892797),29.0,MA006002
3313003001212,30.6473638,-9.6130371,-0.913,0.443,POINT (-9.6130371 30.6473638),32.0,MA009001
3311302301211,34.8047824,-4.6691895,-0.26,0.481,POINT (-4.6691895 34.8047824),20.0,MA010001
3311302201002,34.85889,-5.4382324,-0.136,0.409,POINT (-5.4382324 34.85889),18.0,MA010007
3313012000121,30.7040578,-8.3166504,-0.285,0.498,POINT (-8.3166504 30.7040578),4.0,MA009004
3311223211321,32.4263397,-9.1955566,-0.697,0.425,POINT (-9.1955566 32.4263397),8.0,MA006006
3313010130230,31.5317257,-7.3278809,-0.429,0.41,POINT (-7.3278809 31.5317257),33.0,MA006001
3313001001312,31.8495649,-9.5251465,-0.159,0.489,POINT (-9.5251465 31.8495649),40.0,MA006003
3311320120302,33.9160126,-4.822998,-0.239,0.439,POINT (-4.822998 33.9160126),53.0,MA004007
3313003110333,30.6095493,-8.6242676,-0.33,0.463,POINT (-8.6242676 30.6095493),4.0,MA009004
3311323023331,32.5745912,-3.8781738,0.068,0.393,POINT (-3.8781738 32.5745912),22.0,MA007004
3311233222221,31.9801229,-6.998291,-0.016,0.475,POINT (-6.998291 31.9801229),42.0,MA001001
3311322113313,32.8888127,-4.2297363,-0.26,0.464,POINT (-4.2297363 32.8888127),45.0,MA004005
3311223303100,32.3892386,-8.8659668,-0.608,0.453,POINT (-8.8659668 32.3892386),8.0,MA006006
3311302331232,34.4612768,-4.3395996,0.061,0.467,POINT (-4.3395996 34.4612768),17.0,MA004009
3313003031102,30.4202557,-9.2175293,0.737,0.541,POINT (-9.2175293 30.4202557),4.0,MA009004
3311231132312,33.7700147,-5.8337402,-0.563,0.409,POINT (-5.8337402 33.7700147),0.0,MA008005
3311213112000,35.3084009,-5.9655762,-0.26,0.471,POINT (-5.9655762 35.3084009),60.0,MA010006
3313003233202,29.5830112,-9.3054199,0.004,0.422,POINT (-9.3054199 29.5830112),28.0,MA009006
3311232111230,33.0178755,-7.1520996,-0.159,0.49,POINT (-7.1520996 33.0178755),14.0,MA002009
3311232102203,32.8888127,-7.701416,0.258,0.506,POINT (-7.701416 32.8888127),14.0,MA002009
3311312300312,34.7867387,-1.9665527,-0.238,0.489,POINT (-1.9665527 34.7867387),25.0,MA007001
3313003033130,30.2495768,-9.173584,-0.478,0.455,POINT (-9.173584 30.2495768),15.0,MA009002
3311323203212,32.2964193,-3.9880371,-0.113,0.474,POINT (-3.9880371 32.2964193),52.0,MA003003
3313001210300,31.2691604,-9.3933105,0.03,0.497,POINT (-9.3933105 31.2691604),40.0,MA006003
3313001230122,30.9870275,-9.3933105,-0.38,0.406,POINT (-9.3933105 30.9870275),40.0,MA006003
3311233300023,32.4819627,-6.295166,-0.334,0.472,POINT (-6.295166 32.4819627),43.0,MA001002
3313021101103,29.506549,-8.8439941,-0.612,0.448,POINT (-8.8439941 29.506549),28.0,MA009006
3311323332123,32.0360196,-3.0432129,0.583,0.58,POINT (-3.0432129 32.0360196),22.0,MA007004
3311231311131,33.6786394,-5.6359863,-0.439,0.444,POINT (-5.6359863 33.6786394),50.0,MA004003
3311231223030,33.238687,-6.8005371,-0.306,0.433,POINT (-6.8005371 33.238687),0.0,MA008005
3311233303120,32.3521223,-6.0534668,-0.325,0.431,POINT (-6.0534668 32.3521223),42.0,MA001001
3311302312122,34.6783932,-4.4714355,-0.543,0.406,POINT (-4.4714355 34.6783932),63.0,MA004008
3313100133013,31.4755236,-4.317627,-0.465,0.418,POINT (-4.317627 31.4755236),7.0,MA003002
3311232203211,32.3149908,-8.1848145,-0.448,0.4,POINT (-8.1848145 32.3149908),1.0,MA006008
3311213103013,35.2904681,-6.0754395,-0.269,0.502,POINT (-6.0754395 35.2904681),35.0,MA010004
3311231222320,33.1651449,-6.932373,-0.225,0.44,POINT (-6.932373 33.1651449),14.0,MA002009
3311233031020,32.7965096,-6.4929199,-0.254,0.441,POINT (-6.4929199 32.7965096),26.0,MA001005
3313001023223,31.363018,-9.6350098,-0.291,0.405,POINT (-9.6350098 31.363018),40.0,MA006003
3311312032312,34.9309781,-2.3181152,1.222,0.508,POINT (-2.3181152 34.9309781),61.0,MA007002
3311303200001,34.876918,-4.185791,0.107,0.422,POINT (-4.185791 34.876918),20.0,MA010001
3311320313213,33.4772717,-4.317627,-0.014,0.426,POINT (-4.317627 33.4772717),45.0,MA004005
3311231212333,33.440609,-6.5148926,-0.395,0.412,POINT (-6.5148926 33.440609),0.0,MA008005
3313020110302,29.430029,-10.0964355,-0.372,0.431,POINT (-10.0964355 29.430029),5.0,MA005004
3311322010123,33.0731305,-5.1525879,0.177,0.389,POINT (-5.1525879 33.0731305),56.0,MA004004
3311303023330,34.912962,-3.9001465,-0.739,0.422,POINT (-3.9001465 34.912962),20.0,MA010001
3311233332121,32.0546442,-5.8557129,-0.234,0.4,POINT (-5.8557129 32.0546442),52.0,MA003003
3311312322220,34.334364,-2.0983887,-0.521,0.451,POINT (-2.0983887 34.334364),48.0,MA007006
3311232013103,32.962586,-7.7893066,-0.178,0.464,POINT (-7.7893066 32.962586),14.0,MA002009
3311321003203,34.0617609,-4.0100098,0.017,0.446,POINT (-4.0100098 34.0617609),17.0,MA004009
3311232231032,32.1849106,-7.8552246,-0.225,0.44,POINT (-7.8552246 32.1849106),1.0,MA006008
3311223133333,32.5560732,-8.4484863,-0.302,0.473,POINT (-8.4484863 32.5560732),30.0,MA002008
3311223301323,32.4077911,-8.8439941,-0.825,0.441,POINT (-8.8439941 32.4077911),8.0,MA006006
3313010112113,31.7748771,-7.2180176,0.043,0.528,POINT (-7.2180176 31.7748771),51.0,MA006005
3311321100103,34.2799139,-3.3947754,-0.828,0.423,POINT (-3.3947754 34.2799139),47.0,MA007005
3313003302130,29.9454149,-8.9978027,-0.285,0.485,POINT (-8.9978027 29.9454149),15.0,MA009002
3311231100233,34.1709079,-6.2512207,-0.531,0.43,POINT (-6.2512207 34.1709079),2.0,MA008007
3313100322123,30.8362142,-4.8010254,-0.619,0.4,POINT (-4.8010254 30.8362142),55.0,MA003004
3311320210310,33.642062,-5.1306152,-0.032,0.463,POINT (-5.1306152 33.642062),56.0,MA004004
3311302202322,34.6060841,-5.526123,-0.154,0.501,POINT (-5.526123 34.6060841),23.0,MA008006
3313101011100,31.9428395,-3.5925293,-0.193,0.584,POINT (-3.5925293 31.9428395),7.0,MA003002
3313003213023,29.9263737,-9.2834473,-0.455,0.421,POINT (-9.2834473 29.9263737),15.0,MA009002
3311320301110,33.7152012,-4.6032715,-0.659,0.418,POINT (-4.6032715 33.7152012),53.0,MA004007
3313010112111,31.7935547,-7.2180176,-0.249,0.508,POINT (-7.2180176 31.7935547),51.0,MA006005
3313001001321,31.8308986,-9.5471191,-0.252,0.467,POINT (-9.5471191 31.8308986),40.0,MA006003
3311302203133,34.6783932,-5.2844238,0.561,0.607,POINT (-5.2844238 34.6783932),18.0,MA010007
3313010110223,31.8122286,-7.3498535,-0.562,0.473,POINT (-7.3498535 31.8122286),51.0,MA006005
3313013133323,30.1546268,-5.6799316,-0.447,0.421,POINT (-5.6799316 30.1546268),58.0,MA003005
3311223331032,32.1849106,-8.5583496,-0.419,0.455,POINT (-8.5583496 32.1849106),9.0,MA006007
3311312222012,34.4250356,-2.7575684,-0.79,0.407,POINT (-2.7575684 34.4250356),54.0,MA007008
3311300221211,35.6662218,-5.3723145,-0.302,0.524,POINT (-5.3723145 35.6662218),57.0,MA010008
3313010012313,31.7001291,-7.9211426,-0.134,0.491,POINT (-7.9211426 31.7001291),38.0,MA006004
3313010310212,31.2503777,-7.3278809,-0.243,0.49,POINT (-7.3278809 31.2503777),37.0,MA003001
3311320121210,33.9342448,-4.6911621,-0.191,0.462,POINT (-4.6911621 33.9342448),53.0,MA004007
3313003030022,30.3823528,-9.4812012,0.933,0.572,POINT (-9.4812012 30.3823528),32.0,MA009001
3313100213212,31.0999813,-5.0427246,-0.666,0.442,POINT (-5.0427246 31.0999813),55.0,MA003004
3313100003132,31.7375107,-5.3063965,-0.224,0.387,POINT (-5.3063965 31.7375107),7.0,MA003002
3311233013122,32.925707,-6.4050293,-0.164,0.485,POINT (-6.4050293 32.925707),26.0,MA001005
3311231113323,34.0253472,-5.6799316,-0.52,0.674,POINT (-5.6799316 34.0253472),59.0,MA004002
3311231022320,33.7517474,-6.932373,-0.231,0.497,POINT (-6.932373 33.7517474),13.0,MA008001
3311213233100,34.4431582,-6.4050293,-0.133,0.488,POINT (-6.4050293 34.4431582),3.0,MA008004
3311232000021,33.0915411,-8.404541,-0.517,0.454,POINT (-8.404541 33.0915411),67.0,MA002002
3311320023321,33.7517474,-5.3283691,0.243,0.466,POINT (-5.3283691 33.7517474),50.0,MA004003
3313003211032,30.0786009,-9.2614746,-0.469,0.407,POINT (-9.2614746 30.0786009),15.0,MA009002
3313003311003,30.1166211,-8.5803223,-0.394,0.408,POINT (-8.5803223 30.1166211),4.0,MA009004
