quadkey,latitude,longitude,rwi,error
3311233322310,32.0173911,-6.1853027,-0.729,0.458
3311213131223,35.0389916,-5.7678223,0.378,0.545
3311232123223,32.5560732,-7.5256348,0.018,0.529
3313003333232,29.5447873,-8.5583496,-0.335,0.454
3311232020212,32.7410818,-8.3825684,-0.551,0.475
3311231103213,34.0617609,-6.0754395,-0.703,0.459
3311232022200,32.6116159,-8.4265137,-0.466,0.527
3311230222310,33.2019237,-8.2946777,-0.397,0.419
3313010013323,31.6627324,-7.7893066,0.405,0.492
3311303202033,34.6783932,-4.1418457,-0.54,0.501
3313011013220,31.6814326,-6.4929199,-0.37,0.42
3311231013232,34.0253472,-6.4489746,-0.825,0.453
3313011020212,31.5504522,-6.9763184,-0.208,0.41
3313010210122,31.2879394,-7.9870605,-0.052,0.512
3311302331330,34.4793915,-4.251709,-0.373,0.406
3311233031113,32.8149779,-6.3391113,-0.117,0.473
3311232310201,32.4634255,-7.3498535,0.329,0.481
3311323000331,33.0178755,-4.0539551,-0.299,0.428
3311320023033,33.8065375,-5.3723145,-0.253,0.516
3313010203100,31.194007,-8.1628418,-0.183,0.388
3313001210122,31.2879394,-9.3933105,-0.346,0.499
3311233102222,32.851903,-6.3171387,-0.269,0.397
3313010012200,31.7188218,-8.0749512,0.817,0.536
3311232320332,32.1104954,-7.5915527,0.079,0.53
3313001020233,31.5129954,-9.7668457,0.992,0.537
3311232121113,32.8149779,-7.3937988,-0.229,0.423
3311232212231,32.277844,-8.0090332,-0.361,0.457
3311232001102,33.1099478,-8.1628418,-0.366,0.509
3313010121223,31.5129954,-7.5256348,0.145,0.477
3311230303233,33.440609,-7.4816895,0.233,0.514
3311231032210,33.788278,-6.6247559,-0.704,0.472
3311223112310,32.9072618,-8.6462402,-0.328,0.468
3311223213120,32.3521223,-9.2175293,-0.024,0.554
3313010211311,31.2691604,-7.7453613,-0.402,0.416
3313001232110,30.892797,-9.3493652,-0.412,0.414
3313003223133,29.6212207,-9.5031738,-0.084,0.465
3311233002001,32.9810197,-6.998291,-0.353,0.487
3313010201121,31.3067147,-8.1408691,0.007,0.51
3311231212333,33.440609,-6.5148926,-0.395,0.412
3311320221222,33.2938031,-5.4382324,-0.048,0.443
3311302031100,35.164827,-4.9987793,-0.244,0.424
3311230313132,33.5139189,-7.064209,-0.336,0.471
3311312302300,34.6603219,-2.010498,0.513,0.53
3313001303012,31.1752094,-8.9099121,0.233,0.451
3313001013122,31.7375107,-9.2175293,-0.454,0.475
3311302130330,35.0569799,-4.4274902,-0.715,0.445
3311233021320,32.7225981,-6.7565918,-0.292,0.475
3311321100302,34.2072589,-3.416748,-0.276,0.446
3311303021311,35.0929448,-3.8781738,-0.235,0.494
3313013132101,30.2875311,-5.8557129,-0.48,0.436
3313010303120,31.1564079,-7.4597168,0.272,0.529
3311303302111,34.7325837,-3.3508301,-0.735,0.414
3313012101320,30.6284584,-7.4597168,-0.212,0.389
3313001111133,31.8868861,-8.4484863,-0.788,0.425
3313011331031,31.0058624,-5.723877,0.082,0.482
3311231332221,33.1651449,-5.9436035,-0.573,0.392
3311233332220,31.9801229,-5.9655762,-0.391,0.402
3313003013331,30.4770825,-9.1516113,0.653,0.566
3311302230213,34.4975022,-5.1965332,-0.391,0.475
3311233000203,33.0362977,-6.998291,-0.375,0.461
3311312222200,34.3706444,-2.8015137,-0.292,0.468
3313003110313,30.6473638,-8.6242676,-0.43,0.385
3311233231232,32.1104954,-6.4489746,0.604,0.509
3311321002223,34.0253472,-4.185791,-0.43,0.42
3311302130312,35.0749644,-4.4274902,-0.283,0.476
3311303231200,34.515609,-3.6804199,-0.426,0.386
3313003100223,30.6095493,-9.107666,-0.611,0.396
3311303213301,34.6603219,-3.5705566,-0.511,0.385
3311232222000,32.0918821,-8.4265137,-0.586,0.427
3311213231030,34.5518109,-6.4489746,0.174,0.496
3311303033330,34.912962,-3.548584,-0.189,0.5
3313001300203,31.2503777,-9.107666,0.001,0.409
3311231021333,33.8795365,-6.6906738,-0.534,0.462
3311231023010,33.8612926,-6.8005371,-0.449,0.505
3311223121223,32.7041107,-8.9318848,-0.658,0.406
3311320233133,33.2203073,-4.9328613,-0.15,0.416
3313021212310,28.6809493,-9.3493652,-0.209,0.38
3311231132021,33.8247931,-5.9436035,-0.319,0.48
3311213313333,34.6060841,-5.6359863,-0.021,0.425
3313010030100,31.6440285,-7.9870605,1.221,0.518
3313100020222,31.5129954,-5.6140137,-0.143,0.429
3313001221010,31.0435212,-9.6130371,-0.327,0.386
3313003101331,30.6284584,-8.8000488,-0.543,0.415
3311233223011,32.0918821,-6.7785645,0.085,0.439
3313003110031,30.7040578,-8.7121582,-0.316,0.385
3311302333101,34.4431582,-4.2736816,-0.321,0.439
3311303030002,35.1468624,-3.8562012,0.687,0.541
3311312023300,34.9489902,-2.5378418,-0.53,0.435
3311233210122,32.4819627,-6.5808105,-0.096,0.479
3311231102021,34.116352,-6.295166,-0.102,0.493
3313001103012,31.7748771,-8.9099121,-0.451,0.41
3311303133300,34.9489902,-2.8894043,0.147,0.474
3311322331221,32.1291049,-4.3615723,0.359,0.445
3313003220233,29.697596,-9.7668457,0.171,0.474
3311302000123,35.3980054,-5.5041504,0.162,0.473
3311223302310,32.3149908,-8.9978027,-0.019,0.492
3311320203210,33.4955973,-5.3942871,-0.258,0.418
3311302221123,34.5337119,-5.3283691,0.391,0.487
3311230332213,33.1835362,-7.3059082,-0.57,0.475
3313003122032,30.2305941,-9.0856934,0.062,0.467
3311322102003,32.962586,-4.888916,-0.286,0.386
3311302131132,35.1109213,-4.251709,-0.187,0.474
3311320123102,33.8430448,-4.6472168,-0.119,0.475
3311323230010,32.2406821,-3.8122559,-0.423,0.424
3311321000301,34.2254285,-4.0979004,0.775,0.483
3311231201331,33.6054691,-6.6906738,-0.716,0.45
3311322031103,32.8149779,-4.9768066,0.076,0.537
3313010302322,31.0623449,-7.635498,-0.633,0.408
3311232122022,32.6301225,-7.7233887,-0.692,0.469
3311320221213,33.3305278,-5.3723145,-0.224,0.404
3311232022212,32.5931055,-8.3825684,0.01,0.51
3311312203311,34.6603219,-2.4719238,-0.144,0.419
3313003302112,29.9644524,-8.9978027,-0.08,0.488
3313100313003,31.1752094,-4.3615723,0.35,0.45
3313013103212,30.4960174,-6.0974121,0.347,0.573
3313010200211,31.2691604,-8.3605957,-0.385,0.431
3311321020220,33.8977765,-4.2077637,-0.494,0.43
3313003110201,30.6662655,-8.7561035,-0.385,0.403
3311223322311,32.0173911,-8.9758301,-0.372,0.388
3311302310311,34.8047824,-4.4055176,-0.252,0.48
3311213231113,34.5699059,-6.3391113,-0.499,0.494
3311233111003,33.1099478,-5.7678223,-0.685,0.419
3311213103023,35.2545905,-6.1193848,-0.904,0.515
3311231212122,33.5139189,-6.5808105,-1.045,0.445
3311302230300,34.515609,-5.1745605,-0.549,0.424
3311302303001,34.7325837,-4.7131348,0.474,0.501
3313001222110,30.892797,-9.7009277,-0.12,0.483
3311323001202,33.0362977,-4.0319824,0.37,0.523
3313010221210,30.9681888,-8.2067871,-0.524,0.427
3311302201203,34.7867387,-5.4162598,-0.621,0.468
3313010000113,31.9241921,-8.2727051,-0.302,0.389
3311233210001,32.5375513,-6.6467285,-0.408,0.476
3311231122321,33.7517474,-6.2072754,0.262,0.501
3311303231322,34.4612768,-3.5925293,-0.513,0.4
3311223303131,32.3521223,-8.8000488,-0.451,0.498
3311322010212,33.0362977,-5.2185059,0.112,0.43
3311232112131,32.9441484,-7.2180176,-0.482,0.437
3311302232032,34.3887788,-5.2185059,-0.208,0.519
3313010131322,31.5129954,-7.1081543,-0.526,0.422
3311322002200,32.9072618,-5.6140137,0.126,0.489
3311231112121,34.116352,-5.8557129,-0.345,0.44
3313003000233,30.6095493,-9.7668457,0.145,0.497
3311321001312,34.2072589,-3.9001465,-0.106,0.395
3311303310131,34.8408581,-2.9992676,-0.383,0.433
3311303003220,35.2007443,-4.0319824,0.36,0.502
3311320020302,33.9160126,-5.526123,0.261,0.581
3311321101300,34.2254285,-3.2409668,-0.092,0.445
3311320013222,34.0253472,-5.0866699,-0.002,0.523
3311302000013,35.4338194,-5.5480957,-0.362,0.445
3311302010023,35.3980054,-5.2404785,0.036,0.444
3311320010231,34.1890853,-5.1965332,-0.017,0.459
3311223132120,32.6486253,-8.6901855,0.396,0.501
3311312230230,34.4793915,-2.4060059,-0.442,0.506
3311232332000,32.0918821,-7.3718262,-0.058,0.517
3313011101020,31.905541,-6.1413574,-0.211,0.388
3311232103332,32.851903,-7.4157715,-0.696,0.443
3311321111311,34.2254285,-2.8234863,-0.633,0.387
3313010031301,31.569175,-7.7893066,0.731,0.496
3311223131303,32.7410818,-8.4924316,-0.266,0.497
3311233020332,32.7041107,-6.8884277,-0.365,0.548
3311213300211,34.8047824,-6.2512207,0.482,0.459
3313001231122,30.9870275,-9.2175293,-0.767,0.413
3311230303122,33.5139189,-7.4597168,-0.48,0.507
3311233010111,33.1283507,-6.5148926,-0.082,0.426
3311231303031,33.5322367,-6.0754395,-0.602,0.399
3313003122012,30.2685558,-9.0856934,-0.17,0.46
3311320001010,34.2980679,-5.3942871,0.176,0.455
3313010112022,31.7375107,-7.3718262,-0.265,0.512
3311232130033,32.7780375,-7.3059082,-0.533,0.421
3311321112120,34.116352,-3.0651855,-0.765,0.403
3311320100212,34.2072589,-4.8669434,-0.519,0.543
3311230333032,33.2203073,-7.1520996,-0.11,0.467
3311300220112,35.7197574,-5.4821777,-0.379,0.466
3311320110223,34.1709079,-4.5373535,-0.4,0.43
3311320003302,34.0617609,-5.3503418,-0.257,0.464
3311233321003,32.2220954,-6.1193848,-0.544,0.41
3311302001130,35.4159144,-5.3063965,-0.704,0.451
3311233202032,32.3335585,-6.9763184,-0.573,0.433
3311223130311,32.7595615,-8.6242676,-0.751,0.488
3313012013021,30.5528,-7.8771973,-0.135,0.421
3311233212311,32.3149908,-6.5148926,-0.407,0.539
3311230233131,33.238687,-7.7453613,-0.329,0.452
3313003033312,30.1926178,-9.173584,0.126,0.477
3311232001301,33.054716,-8.1408691,-0.758,0.456
3313011231020,31.0058624,-6.4929199,-0.204,0.426
3311303112301,35.2366457,-3.0432129,0.405,0.545
3311302122133,34.9669984,-4.7570801,-0.022,0.47
3313010011230,31.8308986,-7.8552246,0.087,0.474
3311232221002,32.2220954,-8.2507324,-0.081,0.484
3313003222123,29.6212207,-9.7229004,-0.338,0.497
3311230301313,33.6237675,-7.3937988,-0.015,0.55
3311302203323,34.6060841,-5.3283691,0.09,0.491
3311232030000,32.8334424,-8.0749512,-0.187,0.489
3311322023133,32.6301225,-5.2844238,-0.415,0.406
3311223303301,32.3149908,-8.8439941,-0.063,0.519
3311312030033,35.1109213,-2.3840332,-0.152,0.489
3311232312311,32.3149908,-7.2180176,-0.244,0.512
3313011033230,31.3817783,-6.4489746,-0.359,0.385
3311233122103,32.6671243,-6.2072754,-0.209,0.413
3311233300233,32.4077911,-6.2512207,-0.025,0.524
3313003003303,30.4960174,-9.5471191,-0.346,0.473
3311231111033,34.2435942,-5.723877,0.707,0.561
3311232201221,32.4263397,-8.2287598,-0.747,0.391
3313001102102,31.7748771,-9.041748,-0.653,0.391
3313001200112,31.3254862,-9.7009277,-0.194,0.452
3311231223310,33.2019237,-6.7126465,-0.356,0.401
3311232130120,32.7965096,-7.2839355,-0.065,0.423
3311233012200,32.9072618,-6.6687012,0.282,0.524
3311230332101,33.2754349,-7.2619629,0.078,0.495
3311332220201,32.1663125,-2.779541,-0.574,0.424
3311321022103,33.8430448,-4.0979004,-0.446,0.385
3311302033113,35.0030029,-4.9328613,0.072,0.498
3311223333232,31.9614831,-8.5583496,-0.342,0.395
3311233222003,32.0732651,-6.998291,0.183,0.486
3311231202022,33.5139189,-7.0202637,-0.241,0.478
3311322000031,33.0915411,-5.5480957,-0.351,0.473
3311230302313,33.4772717,-7.5695801,-0.561,0.531
3313003212001,29.9834863,-9.4592285,-0.261,0.501
3311231213130,33.5322367,-6.361084,-0.217,0.417
3313003212332,29.8501727,-9.3493652,0.241,0.42
3311232330103,32.2220954,-7.2619629,0.137,0.534
3311232133131,32.6486253,-7.0422363,-0.318,0.423
3313003031102,30.4202557,-9.2175293,0.737,0.541
3313003313203,29.8882805,-8.5803223,-0.508,0.386
3313001320013,31.0246937,-9.0637207,-0.566,0.404
3311233100231,33.0178755,-6.2512207,-0.649,0.404
3311213122331,34.912962,-6.1633301,-0.266,0.537
3313003000020,30.7040578,-9.8327637,0.47,0.555
3311233120110,32.8334424,-6.1853027,-0.485,0.397
3311230301213,33.6237675,-7.4816895,0.702,0.521
3313013013102,30.5717201,-6.4050293,-0.083,0.387
3311303131133,35.1109213,-2.8234863,-0.123,0.502
3313001003031,31.7561958,-9.5910645,-0.151,0.484
3313003023303,30.1926178,-9.5471191,-0.027,0.51
3311302010001,35.4517204,-5.2404785,-0.242,0.458
3311213103111,35.3084009,-5.9875488,0.041,0.479
3311230323222,33.1467497,-7.5476074,-0.303,0.493
3311230331313,33.3305278,-7.0422363,-0.207,0.403
3311232322121,32.0546442,-7.6135254,-0.506,0.455
3311320013202,34.0617609,-5.0866699,0.609,0.523
3313003312001,29.9834863,-8.7561035,-0.209,0.451
3311330011200,34.2254285,-2.2741699,-0.627,0.392
3311302020033,35.1109213,-5.5480957,-0.146,0.438
3311233230132,32.1849106,-6.5368652,0.61,0.502
3311232203000,32.3892386,-8.2507324,-0.622,0.413
3313011323220,30.7795979,-6.1413574,-0.569,0.392
3313001202123,31.1376028,-9.7229004,-0.134,0.415
3311321000223,34.1709079,-4.185791,-0.477,0.409
3311322202030,32.3521223,-5.5700684,-0.53,0.415
3311233311203,32.4448845,-5.7678223,-0.072,0.503
3311300202110,35.8801485,-5.4821777,0.755,0.566
3311322213213,32.2964193,-5.020752,-0.441,0.424
3311211333103,35.576916,-5.6799316,-0.333,0.488
3313010102313,31.7001291,-7.5695801,-0.535,0.467
3311322020232,32.7041107,-5.5700684,0.508,0.482
3311233330011,32.2406821,-5.8996582,-0.929,0.415
3313001303203,31.0999813,-8.9318848,-0.3,0.417
3311233013213,32.8888127,-6.427002,0.123,0.455
3311303330311,34.515609,-2.9992676,-0.332,0.446
3311223213033,32.3335585,-9.239502,0.719,0.569
3311312231013,34.5699059,-2.208252,-0.061,0.423
3311321000310,34.2254285,-4.0759277,0.825,0.517
3313012021122,30.3823528,-8.1628418,-0.06,0.386
3311232120100,32.8334424,-7.635498,-0.221,0.467
3313003112102,30.5717201,-8.6901855,-0.503,0.42
3311232330311,32.1663125,-7.2180176,-0.441,0.475
3313003112131,30.5528,-8.6242676,0.324,0.519
3313010030021,31.6066092,-8.0529785,1.32,0.521
3311233021102,32.8149779,-6.7565918,-0.195,0.464
3313001132303,31.4005349,-8.6682129,-0.516,0.446
3313001230331,30.9305004,-9.3273926,-0.609,0.487
3313001221231,30.9305004,-9.5910645,-0.769,0.425
3311302230333,34.4612768,-5.1086426,-0.512,0.46
3311320130120,33.9706975,-4.4714355,-0.437,0.431
3311231113232,34.0253472,-5.7458496,-0.636,0.46
3311231101111,34.2980679,-5.9875488,-0.542,0.59
3313001132133,31.4380367,-8.6242676,-0.127,0.51
3311232101121,33.0915411,-7.4377441,-0.222,0.475
3311323203211,32.3149908,-3.9660645,0.158,0.413
3311233123111,32.6856194,-5.9875488,-0.714,0.434
3311213333301,34.3706444,-5.6799316,-0.029,0.496
3311302130203,35.0749644,-4.5373535,-0.655,0.391
3311330003233,34.0253472,-2.5598145,-0.844,0.448
3311303203311,34.6603219,-3.8781738,0.182,0.498
3311231233123,33.2203073,-6.3830566,-0.461,0.415
3311302121220,35.0569799,-4.7351074,-0.342,0.404
3311323001023,33.0731305,-4.0100098,0.164,0.5
3313003130033,30.3823528,-8.7121582,-0.766,0.398
3311213121232,35.0389916,-6.0974121,-0.293,0.499
3311302323212,34.3525062,-4.6911621,0.126,0.484
3311232133332,32.5560732,-7.064209,0.086,0.449
3311322002300,32.9072618,-5.526123,-0.221,0.422
3311233101120,33.0915411,-6.0534668,-0.87,0.388
3313003231232,29.697596,-9.2614746,-0.041,0.503
3311232100013,33.1099478,-7.6574707,0.135,0.473
3311231023222,33.7334762,-6.8444824,-0.613,0.506
3311320022020,33.8247931,-5.6140137,-0.18,0.48
3313010232022,30.8362142,-8.0749512,-0.639,0.386
3311231103230,34.043556,-6.0974121,-0.385,0.475
3313001213212,31.0999813,-9.2614746,0.025,0.411
3311300221032,35.684071,-5.3942871,0.115,0.541
3311302323121,34.4069092,-4.6252441,-0.387,0.416
3313002333101,29.6785076,-9.8986816,-0.327,0.477
3311320121123,33.9524731,-4.6252441,-0.043,0.477
3311302032233,34.894942,-5.1965332,-0.309,0.447
3311302131202,35.0749644,-4.3835449,0.047,0.552
3311231031020,33.9706975,-6.4929199,0.436,0.458
3311223132333,32.5560732,-8.6242676,-0.212,0.46
3311322002302,32.8888127,-5.526123,-0.428,0.391
3311233101010,33.1283507,-6.0974121,-0.607,0.457
3311233130132,32.7780375,-5.8337402,-0.234,0.406
3313010232132,30.8362142,-7.9431152,-0.153,0.394
3313010130202,31.5504522,-7.3718262,-0.375,0.416
3311231232010,33.2754349,-6.6247559,-0.315,0.429
3311233302302,32.2964193,-6.229248,-0.024,0.42
3311233001131,33.0915411,-6.6906738,-0.263,0.495
3313001033221,31.3817783,-9.2834473,0.036,0.405
3311302211112,34.85889,-4.954834,-0.394,0.572
3313001210313,31.2503777,-9.3273926,-0.298,0.429
3313001303322,31.0623449,-8.8659668,-0.457,0.46
3311321003101,34.1527265,-3.9221191,-0.495,0.395
3311232013001,32.9810197,-7.8771973,0.217,0.459
3311213121222,35.0389916,-6.1413574,-0.701,0.505
3311232323130,32.0546442,-7.4157715,0.518,0.526
3313003302032,29.9263737,-9.0856934,-0.048,0.411
3311320222120,33.238687,-5.526123,-0.121,0.465
3313001123300,31.4192877,-8.8659668,-0.365,0.393
3311213320000,34.587997,-6.3171387,-0.433,0.505
3311223111122,33.0731305,-8.5144043,0.041,0.536
3311300223033,35.5411658,-5.3723145,0.051,0.541
3311231123112,33.8430448,-6.0095215,0.098,0.468
3311231112022,34.0981589,-5.9655762,0.229,0.488
3313003123221,30.1736241,-8.9318848,-0.402,0.415
3311232111300,33.054716,-7.1081543,0.75,0.484
3313100032113,31.4755236,-5.1086426,-0.087,0.476
3313003310200,30.0595852,-8.7780762,-0.242,0.404
3313001223001,30.892797,-9.6350098,-0.875,0.412
3311312023303,34.9309781,-2.5158691,-0.413,0.498
3313100311113,31.3254862,-4.2297363,-0.361,0.424
3311303300333,34.7506393,-3.3508301,-0.467,0.405
3311233222210,32.0173911,-6.9763184,-0.379,0.461
3311233223111,32.0918821,-6.6906738,-0.011,0.482
3311320210020,33.6786394,-5.2624512,-0.217,0.436
3311302223310,34.3706444,-5.3063965,-0.567,0.445
3311233202020,32.3521223,-7.0202637,-0.258,0.433
3313001300202,31.2503777,-9.1296387,-0.378,0.479
3311302322313,34.3525062,-4.7570801,-0.517,0.418
3311231311132,33.6603526,-5.657959,-0.299,0.441
3311312302030,34.6964607,-2.0544434,-0.284,0.494
3311213313201,34.6603219,-5.7678223,-0.289,0.489
3311312323303,34.3525062,-1.8127441,-0.778,0.386
3313001303011,31.194007,-8.8879395,-0.248,0.463
3311320012111,34.1527265,-5.1086426,-0.409,0.688
3311231220101,33.4222718,-6.9104004,-0.4,0.445
3311213333332,34.3162179,-5.657959,-0.388,0.463
3313010013212,31.7001291,-7.8552246,-0.251,0.505
3311302123022,34.9669984,-4.7351074,0.078,0.483
3311322023100,32.6856194,-5.3503418,-0.372,0.414
3311312032311,34.9489902,-2.2961426,-0.091,0.492
3313020112123,29.3151407,-10.0744629,-0.464,0.411
3311231210330,33.6054691,-6.5368652,-0.378,0.456
3311232222030,32.0546442,-8.3825684,-0.08,0.466
3313012130021,30.4013061,-7.3498535,-0.477,0.387
3311303222132,34.3887788,-4.0759277,-0.577,0.416
3311302133333,34.894942,-4.2297363,-0.286,0.429
3311213211333,34.7506393,-6.3391113,0.279,0.491
3311320100103,34.2799139,-4.8010254,-0.028,0.449
3311233310132,32.4819627,-5.8337402,-0.195,0.43
3311233001030,33.0915411,-6.8005371,-0.212,0.429
3311232122120,32.6486253,-7.635498,-0.351,0.44
3311232333112,32.0732651,-7.064209,-0.228,0.483
3311232122211,32.6116159,-7.6574707,-0.028,0.483
3311322321012,32.2220954,-4.6911621,0.132,0.487
3311320322301,33.2019237,-4.8010254,-0.617,0.405
3313010132023,31.4380367,-7.3498535,-0.41,0.417
3311233012020,32.9441484,-6.6687012,0.313,0.475
3313003301312,30.040566,-8.8220215,-0.154,0.404
3311321232312,33.1835362,-3.7243652,-0.233,0.382
3311320120123,33.9524731,-4.8010254,-0.201,0.437
3313001301310,31.2691604,-8.8220215,-0.528,0.457
3311232212030,32.3521223,-8.0310059,-0.343,0.424
3311223113203,32.8888127,-8.5803223,0.242,0.463
3311232321131,32.2035049,-7.3937988,-0.705,0.441
3311303333013,34.4250356,-2.911377,0.322,0.535
3311302200100,34.876918,-5.526123,-0.435,0.48
3313010033303,31.4005349,-7.7893066,-0.313,0.501
3311221333232,33.1467497,-8.5583496,0.037,0.479
3311232032202,32.5931055,-8.0749512,-0.268,0.454
3313020130200,29.1425657,-10.1843262,0.193,0.501
3311300203220,35.7732571,-5.4382324,-0.435,0.538
3311233222033,32.0360196,-6.9543457,-0.306,0.447
3311231113020,34.116352,-5.7897949,-0.17,0.427
3313010302133,31.1376028,-7.5695801,-0.377,0.435
3311223323110,32.0918821,-8.8220215,-0.272,0.403
3313003210231,30.0215431,-9.4152832,-0.585,0.501
3311233220020,32.2035049,-7.0202637,-0.124,0.443
3313001132032,31.4380367,-8.7341309,-0.358,0.51
3311231010011,34.2980679,-6.6027832,0.597,0.498
3311232111020,33.0915411,-7.1960449,-0.237,0.436
3313010212012,31.1752094,-8.0310059,-0.291,0.428
3313010123022,31.4380367,-7.5476074,-0.584,0.429
3311232032201,32.6116159,-8.0529785,-0.497,0.426
3311312033322,34.894942,-2.1862793,-0.209,0.432
3313001220032,30.9870275,-9.7888184,-0.101,0.474
3311232030213,32.7410818,-8.0090332,-0.213,0.44
3311303212203,34.6422466,-3.8342285,0.238,0.42
3311312221031,34.5518109,-2.5598145,-0.267,0.419
3313010122111,31.4942613,-7.5695801,-0.249,0.452
3311232101222,32.9994495,-7.5476074,-0.781,0.524
3311322021030,32.7965096,-5.3942871,-0.186,0.41
3311231212233,33.440609,-6.6027832,-0.267,0.477
3311213322130,34.4069092,-6.1853027,-0.554,0.462
3311231230030,33.3855858,-6.6247559,-0.68,0.407
3313011110002,31.9241921,-5.9655762,0.235,0.401
3311231322021,33.238687,-6.295166,-0.667,0.404
3313010220210,30.9681888,-8.3825684,-0.695,0.397
3311321011033,34.2435942,-3.614502,-0.695,0.484
3311321002020,34.116352,-4.2077637,-0.502,0.407
3311231231222,33.2938031,-6.4929199,0.012,0.537
3311320013031,34.116352,-5.020752,0.03,0.535
3313011311101,31.344254,-5.6799316,-0.2,0.415
3313003121330,30.3254708,-8.8220215,-0.003,0.39
3311321220020,33.3855858,-4.2077637,-0.116,0.399
3311302003000,35.3084009,-5.4382324,-0.196,0.433
3311233201101,32.5375513,-6.7346191,0.103,0.478
3313001233222,30.7607184,-9.3054199,-0.323,0.409
3311213300130,34.8408581,-6.1853027,-0.02,0.526
3311231030031,33.9706975,-6.6027832,0.111,0.505
3313003100213,30.6473638,-9.0637207,-0.5,0.443
3311231301013,33.6969222,-6.0754395,-0.761,0.442
3311231030113,33.988918,-6.5148926,0.373,0.513
3311223313100,32.3892386,-8.5144043,0.288,0.574
3311223313113,32.3706824,-8.4484863,-0.587,0.455
3311233203200,32.3149908,-6.8444824,-0.121,0.565
3311312320023,34.5337119,-2.076416,-0.175,0.469
3311303231212,34.4975022,-3.6364746,0.676,0.545
3311231132230,33.7517474,-5.9216309,-0.668,0.425
3311312032010,35.0209992,-2.4060059,0.208,0.49
3313013110112,30.7229484,-5.8337402,-0.163,0.405
3313003313231,29.8692284,-8.536377,0.527,0.527
3311322021323,32.7041107,-5.3283691,-0.081,0.388
3313013110332,30.6095493,-5.8337402,-0.395,0.442
3311223312303,32.2964193,-8.6682129,0.056,0.485
3311230133202,33.7700147,-7.1960449,0.598,0.517
3313003011010,30.7418353,-9.2614746,-0.551,0.447
3311231320001,33.4222718,-6.295166,-0.587,0.433
3311232012133,32.925707,-7.9211426,-0.303,0.474
3311303333123,34.3887788,-2.8674316,-0.136,0.49
3311232021301,32.7595615,-8.1408691,-0.06,0.516
3313020132103,29.0465652,-10.0744629,-0.311,0.456
3313012003300,30.5149486,-8.1628418,-0.418,0.453
3313010031311,31.569175,-7.7453613,0.231,0.491
3311231102003,34.1345412,-6.295166,0.229,0.512
3311233122313,32.5931055,-6.1633301,-0.29,0.508
3313010212102,31.1752094,-7.9870605,-0.169,0.417
3313011020033,31.587894,-6.9543457,-0.185,0.452
3311302032023,34.9669984,-5.2404785,-0.127,0.507
3311233130022,32.7780375,-5.9655762,-0.721,0.408
3311230302212,33.4772717,-7.6794434,0.097,0.538
3311231111013,34.2799139,-5.723877,-0.301,0.526
3311312031210,35.0929448,-2.2302246,1.193,0.608
3311232300002,32.5190256,-7.7233887,-0.41,0.393
3311320223220,33.1651449,-5.4382324,-0.317,0.431
3313001122032,31.4380367,-9.0856934,-0.564,0.473
3311231232202,33.1835362,-6.6687012,-0.246,0.528
3311322312223,32.259265,-4.5373535,0.211,0.465
3313003223002,29.6594156,-9.6569824,0.011,0.412
3311330003121,34.116352,-2.5158691,-0.634,0.416
3311233203030,32.3521223,-6.8005371,-0.068,0.483
3311321213222,33.440609,-3.6804199,-0.164,0.419
3311312210033,34.8228222,-2.3840332,-0.103,0.47
3313003330202,29.735762,-8.7780762,-0.211,0.428
3311233311233,32.4077911,-5.723877,-0.65,0.39
3311230233122,33.2203073,-7.8112793,-0.135,0.545
3313101000202,31.8495649,-4.2077637,-0.829,0.403
3311321013110,34.1527265,-3.548584,-0.18,0.415
3311223131233,32.7041107,-8.536377,-0.154,0.459
3311231323310,33.2019237,-6.0095215,-0.547,0.397
3313012001102,30.7229484,-8.1628418,-0.298,0.486
3311233130002,32.8149779,-5.9655762,-0.558,0.406
3311232222021,32.0546442,-8.404541,-0.417,0.533
3311223131131,32.7965096,-8.4484863,-0.172,0.494
3311211331330,35.6305115,-5.657959,-0.324,0.502
3311303321303,34.4975022,-3.2189941,0.028,0.472
3313100001232,31.8122286,-5.3942871,-0.222,0.399
3313001231000,31.0435212,-9.3054199,-0.385,0.423
3313010103313,31.7001291,-7.3937988,-0.472,0.517
3313001130202,31.5504522,-8.7780762,0.7,0.52
3311303232200,34.3706444,-3.8562012,-0.495,0.424
3311303233222,34.3162179,-3.6804199,0.047,0.51
3311232211210,32.4634255,-7.8552246,-0.54,0.425
3313003302012,29.9644524,-9.0856934,-0.101,0.404
3311232332221,31.9801229,-7.3498535,-0.517,0.44
3311320010200,34.2254285,-5.2624512,-0.37,0.484
3311213132221,34.912962,-5.9436035,-0.454,0.521
3311302331210,34.515609,-4.3395996,-0.738,0.417
3311233101201,33.054716,-6.1193848,-0.424,0.418
3313003001321,30.6284584,-9.5471191,-0.372,0.431
3311233010201,33.054716,-6.6467285,-0.225,0.408
3311231010310,34.2254285,-6.5368652,1.178,0.57
3311230223222,33.1467497,-8.2507324,-0.609,0.431
3311320023120,33.8247931,-5.3503418,-0.168,0.487
3313012023213,30.1926178,-8.1848145,-0.305,0.384
3311232120233,32.7041107,-7.6574707,-0.641,0.428
3311302033221,34.912962,-5.0646973,-0.184,0.547
3311233003202,32.8888127,-6.8444824,-0.551,0.527
3311232001311,33.054716,-8.0969238,-0.285,0.46
